# sample:  Sample (has multiple cells)																	
# cell:    Name of the cell.																	
# mapped:  Total number of reads seen																	
# suppl:   Supplementary, secondary or QC-failed reads (filtered out)"																	
# dupl:    Reads filtered out as PCR duplicates																	
# mapq:    Reads filtered out due to low mapping quality																	
# read2:   Reads filtered out as 2nd read of pair																	
# good:    Reads used for counting.																	
# pass1:   Enough coverage? If false, ignore all columns from now"																	
# nb_p:    Negative Binomial parameter p. Constant for one sample.																	
# nb_r:    Negative Binomial parameter r. We use NB(p,r/2) * NB(p,r/2) in WC states, but NB(p,(1-a)*r)*NB(p,a*r) in WW or CC states."																	
# nb_a:    Negative Binomial parameter a (alpha) used for zero expectation (see above).																	
# bam:     Bam file of this cell																	
sample	cell	StS_score	comments_unified	comments_ADS	final	medbin	mapped	suppl	dupl	mapq	read2	good	pass1	nb_p	nb_r	nb_a	bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20341	1	good	no_comments_made	1	20	1244527	765	531919	81545	314415	315883	1	0.101577	2.45158	0.1	bam/HG03125x02PE20341.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20342	0.5	OK	some_bg	1	7	436630	236	186338	27458	111079	111519	1	0.101577	0.86558	0.1	bam/HG03125x02PE20342.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20343	1	good	no_comments_made	1	15	883410	481	369190	52620	229486	231633	1	0.101577	1.7988	0.1	bam/HG03125x02PE20343.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20344	0	wgs	"wgs,_100c"	0	203	7247564	3984	682961	514191	3016797	3029631	1	0.101577	23.5479	0.1	bam/HG03125x02PE20344.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20345	0.5	OK	incompl_Brd?_Or_bg?	1	6	375959	223	145212	20710	104276	105538	1	0.101577	0.821831	0.1	bam/HG03125x02PE20345.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20346	1	good	no_comments_made	1	23	1376759	919	586843	85556	350963	352478	1	0.101577	2.73459	0.1	bam/HG03125x02PE20346.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20347	0	under_BrdU	incompl_BrdU_	0	25	1492432	803	643352	90508	377800	379969	1	0.101577	2.9523	0.1	bam/HG03125x02PE20347.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20348	1	good	"unstable_cell_-_cnr9q_amp,_chr11q_amp,_chr4q_loss,_chr14q_amp"	1	30	1796503	998	779254	114192	449938	452121	1	0.101577	3.50904	0.1	bam/HG03125x02PE20348.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20349	1	good	no_comments_made	1	15	930779	504	408535	60062	230289	231389	1	0.101577	1.79607	0.1	bam/HG03125x02PE20349.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20350	0	under_BrdU	incompl_BrdU_	0	5	345162	153	152641	17296	87256	87816	1	0.101577	0.684516	0.1	bam/HG03125x02PE20350.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20351	1	good	"chr1_monosomy,_chr16_monosomy"	1	29	1760558	979	795964	102698	429481	431436	1	0.101577	3.35923	0.1	bam/HG03125x02PE20351.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20352	0	under_BrdU	incompl_BrdU_	0	24	1669794	906	801425	91736	387062	388665	1	0.101577	3.02149	0.1	bam/HG03125x02PE20352.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20353	1	good	no_comments_made	1	15	929827	497	404626	57579	233073	234052	1	0.101577	1.81776	0.1	bam/HG03125x02PE20353.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20354	0	under_BrdU	incompl_BrdU_	0	12	837385	557	349724	48159	219033	219912	1	0.101577	1.71005	0.1	bam/HG03125x02PE20354.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20355	1	good	no_comments_made	1	19	1074753	608	429634	71106	286095	287310	1	0.101577	2.22814	0.1	bam/HG03125x02PE20355.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20356	1	good	no_comments_made	1	33	2013278	1350	883306	124682	500910	503030	1	0.101577	3.90375	0.1	bam/HG03125x02PE20356.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20357	1	good	no_comments_made	1	14	880045	532	382123	55277	220562	221551	1	0.101577	1.71861	0.1	bam/HG03125x02PE20357.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20358	0	over_BrdU	2x_BrdU_	0	30	1777776	1014	766266	111405	448563	450528	1	0.101577	3.50224	0.1	bam/HG03125x02PE20358.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20359	1	good	no_comments_made	1	11	639364	307	270663	37595	165053	165746	1	0.101577	1.28828	0.1	bam/HG03125x02PE20359.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20360	1	OK	just_OK	1	22	1335572	793	573185	86721	336574	338299	1	0.101577	2.62684	0.1	bam/HG03125x02PE20360.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20361	1	good	no_comments_made	1	9	557288	303	222817	34416	149537	150215	1	0.101577	1.16865	0.1	bam/HG03125x02PE20361.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20362	1	good	chr8q_loss	1	23	1433308	765	631345	87038	356303	357857	1	0.101577	2.77976	0.1	bam/HG03125x02PE20362.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20363	0	low_cov	low_cov	0	0	38823	25	13273	1927	11728	11870	0	0	0	0	bam/HG03125x02PE20363.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20364	1	good	no_comments_made	1	12	766925	379	331367	44968	194683	195528	1	0.101577	1.52034	0.1	bam/HG03125x02PE20364.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20365	1	good	no_comments_made	1	15	926704	409	403556	53827	234022	234890	1	0.101577	1.82868	0.1	bam/HG03125x02PE20365.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20366	0	low_Q	low_Q	0	7	496327	378	207209	28889	129591	130260	1	0.101577	1.00866	0.1	bam/HG03125x02PE20366.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20367	0	low_cov	low_cov	0	0	18343	13	6024	991	5626	5689	0	0	0	0	bam/HG03125x02PE20367.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20368	1	good	no_comments_made	1	9	583482	250	249709	31910	150445	151168	1	0.101577	1.17823	0.1	bam/HG03125x02PE20368.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20369	1	good	no_comments_made	1	13	759237	416	299740	45028	206584	207469	1	0.101577	1.61161	0.1	bam/HG03125x02PE20369.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20370	0	low_Q	low_Q?_incompl_BrdU_?	0	5	391656	151	185988	17708	93698	94111	1	0.101577	0.73391	0.1	bam/HG03125x02PE20370.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20371	0	low_Q	low_Q	0	4	292598	188	112948	16353	81425	81684	1	0.101577	0.634203	0.1	bam/HG03125x02PE20371.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20372	1	OK	lowish_Q	1	8	498061	289	208798	30079	129137	129758	1	0.101577	1.00679	0.1	bam/HG03125x02PE20372.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20373	0	low_Q	low_Q	0	2	161997	72	65267	7822	44312	44524	0	0	0	0	bam/HG03125x02PE20373.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20374	0	under_BrdU	incompl_BrdU_	1	19	1181431	762	514692	70812	296892	298273	1	0.101577	2.31693	0.1	bam/HG03125x02PE20374.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20375	1	good	no_comments_made	1	15	905239	422	391994	54260	228675	229888	1	0.101577	1.78625	0.1	bam/HG03125x02PE20375.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20376	1	good	no_comments_made	1	24	1442377	843	613282	88919	368874	370459	1	0.101577	2.87707	0.1	bam/HG03125x02PE20376.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20377	1	good	no_comments_made	1	22	1333908	758	557705	86564	343663	345218	1	0.101577	2.67953	0.1	bam/HG03125x02PE20377.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20378	1	good	no_comments_made	1	23	1334759	726	544955	83211	352021	353846	1	0.101577	2.74801	0.1	bam/HG03125x02PE20378.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20379	0	under_BrdU	incompl_BrdU_	0	17	987338	463	416641	52981	258014	259239	1	0.101577	2.01848	0.1	bam/HG03125x02PE20379.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20380	0	under_BrdU	incompl_BrdU_	0	31	1808463	1063	749069	120408	467814	470109	1	0.101577	3.64592	0.1	bam/HG03125x02PE20380.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20381	1	good	no_comments_made	1	18	1095740	622	470600	70081	276610	277827	1	0.101577	2.15532	0.1	bam/HG03125x02PE20381.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20382	0	under_BrdU	incompl_BrdU_	0	23	1564870	630	728644	80692	376482	378422	1	0.101577	2.94812	0.1	bam/HG03125x02PE20382.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20383	1	OK	just_OK	1	6	382638	264	158418	25337	99059	99560	1	0.101577	0.770617	0.1	bam/HG03125x02PE20383.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20384	0	under_BrdU	incompl_BrdU_	0	30	1872378	1004	856009	105032	453863	456470	1	0.101577	3.54839	0.1	bam/HG03125x02PE20384.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20385	0	low_Q	low_Q	0	10	643459	447	246283	35080	180438	181211	1	0.101577	1.40585	0.1	bam/HG03125x02PE20385.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20386	0	low_Q	low_Q	0	1	78380	53	20795	4156	26415	26961	0	0	0	0	bam/HG03125x02PE20386.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20387	0	over_BrdU	2x_BrdU_	0	31	1853556	1134	828690	113896	453924	455912	1	0.101577	3.54741	0.1	bam/HG03125x02PE20387.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20388	0	under_BrdU	incompl_BrdU_	0	40	2537774	1360	1172781	142459	609135	612039	1	0.101577	4.75446	0.1	bam/HG03125x02PE20388.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20389	0	under_BrdU	incompl_BrdU_	0	30	2034417	1009	969742	107501	477121	479044	1	0.101577	3.72513	0.1	bam/HG03125x02PE20389.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20390	1	good	no_comments_made	1	19	1151990	646	489614	72865	293815	295050	1	0.101577	2.29142	0.1	bam/HG03125x02PE20390.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20391	0	low_Q	low_Q	0	3	126932	64	12881	8506	52582	52899	1	0.101577	0.411429	0.1	bam/HG03125x02PE20391.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20392	1	good	no_comments_made	1	28	1760979	1113	795213	106988	427787	429878	1	0.101577	3.34081	0.1	bam/HG03125x02PE20392.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20393	0	under_BrdU	incompl_BrdU_	0	16	947994	406	374132	50180	260439	262837	1	0.101577	2.04499	0.1	bam/HG03125x02PE20393.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20394	1	good	no_comments_made	1	19	1168075	644	494284	71338	300317	301492	1	0.101577	2.34298	0.1	bam/HG03125x02PE20394.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20395	1	good	no_comments_made	1	19	1172457	648	503832	72302	297142	298533	1	0.101577	2.31864	0.1	bam/HG03125x02PE20395.sort.mdup.bam
HCLYJAFX2_HG03125_20s001801-1-1	HG03125x02PE20396	0.5	low_Q	low_Q	0	7	454563	186	190412	24612	119358	119995	1	0.101577	0.935732	0.1	bam/HG03125x02PE20396.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20501	1	good	no_comments_made	1	14	812415	504	334943	51256	212504	213208	1	0.0321146	0.48546	0.1	bam/HG03486x02PE20501.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20502	1	good	no_comments_made	1	12	715803	477	275777	50370	194294	194885	1	0.0321146	0.443581	0.1	bam/HG03486x02PE20502.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20503	1	good	no_comments_made	1	20	1220955	705	521399	83456	307277	308118	1	0.0321146	0.701268	0.1	bam/HG03486x02PE20503.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20504	0	under_BrdU	incompl_BrdU	0	20	1408975	790	671576	81953	326660	327996	1	0.0321146	0.747701	0.1	bam/HG03486x02PE20504.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20505	1	good	no_comments_made	1	12	789087	506	347438	52431	194054	194658	1	0.0321146	0.44344	0.1	bam/HG03486x02PE20505.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20506	1	good	no_comments_made	1	16	1091386	844	494459	74705	260290	261088	1	0.0321146	0.593858	0.1	bam/HG03486x02PE20506.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20507	1	good	no_comments_made	1	25	1592206	881	737656	97917	377226	378526	1	0.0321146	0.862398	0.1	bam/HG03486x02PE20507.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20508	1	good	no_comments_made	1	22	1446118	974	661246	93226	344716	345956	1	0.0321146	0.78786	0.1	bam/HG03486x02PE20508.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20509	0	low_cov	empty	0	0	5426	4	516	480	2207	2219	0	0	0	0	bam/HG03486x02PE20509.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20510	1	good	"chr1q_loss,_chr12q_gain"	1	21	1350694	935	603493	91956	326570	327740	1	0.0321146	0.745406	0.1	bam/HG03486x02PE20510.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20511	1	good	no_comments_made	1	23	1458045	918	661656	91986	351181	352304	1	0.0321146	0.802131	0.1	bam/HG03486x02PE20511.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20512	1	good	chr1q_gain	1	23	1385604	944	593601	92454	348674	349931	1	0.0321146	0.796161	0.1	bam/HG03486x02PE20512.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20513	0	under_BrdU	incompl_BrdU	0	25	1712809	1046	818484	107084	392420	393775	1	0.0321146	0.896969	0.1	bam/HG03486x02PE20513.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20514	1	good	no_comments_made	1	21	1297069	899	550382	89647	327474	328667	1	0.0321146	0.747694	0.1	bam/HG03486x02PE20514.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20515	1	good	no_comments_made	1	20	1321908	846	609333	83975	313136	314618	1	0.0321146	0.716574	0.1	bam/HG03486x02PE20515.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20516	0	low_cov	low_cov	0	0	17109	11	451	1362	7615	7670	0	0	0	0	bam/HG03486x02PE20516.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20517	1	good	no_comments_made	1	12	788218	461	347116	50914	194531	195196	1	0.0321146	0.444565	0.1	bam/HG03486x02PE20517.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20518	0	low_cov	low_cov	1	2	216184	177	91773	15349	54335	54550	0	0	0	0	bam/HG03486x02PE20518.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20519	1	good	no_comments_made	1	15	946598	602	416098	65406	231903	232589	1	0.0321146	0.529296	0.1	bam/HG03486x02PE20519.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20520	0	low_cov	empty	0	0	10210	14	2589	957	3315	3335	0	0	0	0	bam/HG03486x02PE20520.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20521	0.5	under_BrdU	some_incompl._Brdu_but_OK?	0	17	1115233	653	526013	70562	258596	259409	1	0.0321146	0.590618	0.1	bam/HG03486x02PE20521.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20522	0	low_Q	low_Q	0	3	251569	163	95180	13090	71466	71670	1	0.0321146	0.163263	0.1	bam/HG03486x02PE20522.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20523	1	good	no_comments_made	1	10	662411	335	304451	42954	157091	157580	1	0.0321146	0.358801	0.1	bam/HG03486x02PE20523.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20524	1	high_Q	nice_	1	35	2237920	1509	1042296	146624	522796	524695	1	0.0321146	1.19388	0.1	bam/HG03486x02PE20524.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20525	0	over_BrdU	2x_BrdU	0	16	1039234	579	472964	61375	251756	252560	1	0.0321146	0.575791	0.1	bam/HG03486x02PE20525.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20526	0	over_BrdU	2x_BrdU	0	15	936637	675	398016	62498	237346	238102	1	0.0321146	0.541608	0.1	bam/HG03486x02PE20526.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20527	0	under_BrdU	incompl_BrdU	0	20	1368222	774	634531	78351	326750	327816	1	0.0321146	0.747238	0.1	bam/HG03486x02PE20527.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20528	0	wgs	"wgs,_100c"	0	246	9136198	6878	622526	697473	3898666	3910655	1	0.0321146	8.89951	0.1	bam/HG03486x02PE20528.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20529	1	good	no_comments_made	1	16	1042080	658	480079	70917	244759	245667	1	0.0321146	0.559186	0.1	bam/HG03486x02PE20529.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20530	1	good	no_comments_made	1	19	1234994	710	560986	78175	297062	298061	1	0.0321146	0.678661	0.1	bam/HG03486x02PE20530.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20531	0	under_BrdU	incompl_BrdU	0	26	1623832	1026	729888	103940	393858	395120	1	0.0321146	0.899501	0.1	bam/HG03486x02PE20531.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20532	0.5	low_Q	lowish_Q	0	7	506711	375	212658	25039	134129	134510	1	0.0321146	0.306263	0.1	bam/HG03486x02PE20532.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20533	1	good	no_comments_made	1	17	1035220	705	443680	70162	259850	260823	1	0.0321146	0.593599	0.1	bam/HG03486x02PE20533.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20534	0.5	low_Q	lowish_Q	0	5	349370	268	145874	17657	92645	92926	1	0.0321146	0.211552	0.1	bam/HG03486x02PE20534.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20535	0	low_Q	low_Q	0	0	63935	30	22362	3442	19037	19064	0	0	0	0	bam/HG03486x02PE20535.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20536	1	good	no_comments_made	1	20	1100713	828	398902	80323	309732	310928	1	0.0321146	0.70678	0.1	bam/HG03486x02PE20536.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20537	0	over_BrdU	2x_BrdU	0	17	1031300	677	434758	68017	263511	264337	1	0.0321146	0.601999	0.1	bam/HG03486x02PE20537.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20538	0	low_Q	low_Q	0	3	274116	127	116225	12463	72559	72742	1	0.0321146	0.166285	0.1	bam/HG03486x02PE20538.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20539	0	under_BrdU	incompl_BrdU	0	23	1533114	953	714699	95956	360092	361414	1	0.0321146	0.823402	0.1	bam/HG03486x02PE20539.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20540	1	high_Q	nice	1	35	2196104	1355	989581	143252	529900	532016	1	0.0321146	1.21116	0.1	bam/HG03486x02PE20540.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20541	1	good	no_comments_made	1	15	948363	683	406687	66823	236704	237466	1	0.0321146	0.539821	0.1	bam/HG03486x02PE20541.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20542	1	good	no_comments_made	1	14	891075	603	376445	59564	226684	227779	1	0.0321146	0.518373	0.1	bam/HG03486x02PE20542.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20543	1	good	chr6q_loss	1	18	1170059	805	518631	82683	283379	284561	1	0.0321146	0.647443	0.1	bam/HG03486x02PE20543.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20544	0.5	OK	lowish_Q	1	14	998593	849	465873	62182	234472	235217	1	0.0321146	0.534401	0.1	bam/HG03486x02PE20544.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20545	1	good	no_comments_made	1	16	995769	631	425788	67407	250541	251402	1	0.0321146	0.571836	0.1	bam/HG03486x02PE20545.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20546	1	good	no_comments_made	1	22	1340284	995	566446	94536	338564	339743	1	0.0321146	0.772386	0.1	bam/HG03486x02PE20546.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20547	1	good	no_comments_made	1	17	998034	694	413224	69618	256774	257724	1	0.0321146	0.58633	0.1	bam/HG03486x02PE20547.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20548	0.5	low_Q	lowish_Q	0	11	784692	667	346802	50570	193024	193629	1	0.0321146	0.43963	0.1	bam/HG03486x02PE20548.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20549	1	OK	just_OK	1	8	501251	326	208906	35672	127905	128442	1	0.0321146	0.292006	0.1	bam/HG03486x02PE20549.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20550	0	under_BrdU	incompl_BrdU	0	23	1480505	889	684873	91643	350913	352187	1	0.0321146	0.802133	0.1	bam/HG03486x02PE20550.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20551	1	OK	just_OK	1	6	449817	265	201515	29449	109113	109475	1	0.0321146	0.249103	0.1	bam/HG03486x02PE20551.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20552	1	good	no_comments_made	1	22	1482710	1007	698761	97958	341974	343010	1	0.0321146	0.780262	0.1	bam/HG03486x02PE20552.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20553	0	low_cov	low_cov	0	0	76478	59	29808	4938	20804	20869	0	0	0	0	bam/HG03486x02PE20553.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20554	0	low_cov	low_cov	0	0	46755	22	2817	3511	20156	20249	0	0	0	0	bam/HG03486x02PE20554.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20555	1	OK	lowish_Q	1	17	1186562	907	532297	75866	288286	289206	1	0.0321146	0.657262	0.1	bam/HG03486x02PE20555.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20556	1	good	no_comments_made	1	27	1612360	1098	675971	108808	412359	414124	1	0.0321146	0.942806	0.1	bam/HG03486x02PE20556.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20557	1	good	no_comments_made	1	18	1056765	739	433670	74190	273688	274478	1	0.0321146	0.623957	0.1	bam/HG03486x02PE20557.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20558	1	OK	just_OK	1	25	1698800	1302	785216	112019	399444	400819	1	0.0321146	0.910456	0.1	bam/HG03486x02PE20558.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20559	0	low_Q	low_Q	0	2	175537	58	65987	8250	50535	50707	0	0	0	0	bam/HG03486x02PE20559.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20560	1	good	no_comments_made	1	18	1066325	711	444052	72911	273906	274745	1	0.0321146	0.624891	0.1	bam/HG03486x02PE20560.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20561	0	low_cov	low_cov	0	0	74255	34	27516	4232	21188	21285	0	0	0	0	bam/HG03486x02PE20561.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20562	1	good	no_comments_made	1	22	1294481	849	531410	89697	335675	336850	1	0.0321146	0.765639	0.1	bam/HG03486x02PE20562.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20563	1	good	no_comments_made	1	27	1688753	1199	755426	111979	409284	410865	1	0.0321146	0.934918	0.1	bam/HG03486x02PE20563.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20564	1	good	no_comments_made	1	22	1374093	933	602261	90544	337826	342529	1	0.0321146	0.780766	0.1	bam/HG03486x02PE20564.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20565	1	good	no_comments_made	1	5	367250	265	166591	24836	87645	87913	1	0.0321146	0.199709	0.1	bam/HG03486x02PE20565.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20566	1	good	no_comments_made	1	22	1251037	843	494880	87011	333563	334740	1	0.0321146	0.761027	0.1	bam/HG03486x02PE20566.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20567	1	good	no_comments_made	1	16	1022346	655	443751	66876	255141	255923	1	0.0321146	0.582901	0.1	bam/HG03486x02PE20567.sort.mdup.bam
